小区名称,所在市,具体位置,房屋总价,户型,占地,单价,朝向,楼层,装修,网址
 湖上春风, 钱塘 , 金沙湖 ,305万, 3室2厅2卫 ,105平米, 29048元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264963113.html
 绿城春风金沙, 钱塘 , 金沙湖 ,355万, 3室2厅2卫 ,105.79平米, 33557元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264744462.html
 湖上春风, 钱塘 , 金沙湖 ,305万, 3室2厅2卫 ,105平米, 29048元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264951815.html
 绿城春风金沙, 钱塘 , 金沙湖 ,450万, 暂无 ,126.73平米, 35509元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264936212.html
 绿城春风金沙, 钱塘 , 金沙湖 ,430万, 暂无 ,127.08平米, 33837元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264938095.html
 望金沙筑, 钱塘 , 金沙湖 ,370万, 4室2厅2卫 ,139.73平米, 26480元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264450714.html
 坤和融创开元望金沙, 钱塘 , 金沙湖 ,420万, 4室2厅2卫 ,139.62平米, 30082元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264948808.html
 绿城春风金沙, 钱塘 , 金沙湖 ,288万, 3室2厅2卫 ,106.08平米, 27149元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_265015687.html
 凯旋苑, 上城 , 采荷 ,670万, 3室2厅2卫 ,132.28平米, 50650元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264900798.html
 大家钱塘府, 上城 , 景芳 ,560万, 3室2厅1卫 ,89.9平米, 62291元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265021294.html
 大家钱塘府, 上城 , 景芳 ,500万, 3室2厅1卫 ,88.94平米, 56218元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265021293.html
 凯旋门, 上城 , 采荷 ,700万, 3室2厅1卫 ,86.08平米, 81320元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_264900753.html
 凯旋苑, 上城 , 采荷 ,670万, 3室2厅2卫 ,145.62平米, 46010元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_264900784.html
 凯旋门, 上城 , 采荷 ,720万, 3室2厅1卫 ,88.39平米, 81457元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_264900757.html
 采荷人家, 上城 , 采荷 ,695万, 3室2厅2卫 ,152.64平米, 45532元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264909649.html
 天銮公寓, 拱墅 , 申花 ,840万, 3室2厅2卫 ,138.04平米, 60852元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264536794.html
 和光尘樾轩 , 余杭 , 良渚 ,278万, 3室2厅2卫 ,88.26平米, 31498元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265043428.html
 平凡里公寓, 拱墅 , 施家桥 ,288万, 2室2厅1卫 ,87.17平米, 33039元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264850084.html
 贺田尚城, 滨江 , 浦沿 ,320万, 2室2厅1卫 ,104.43平米, 30643元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264862571.html
 凯旋门, 上城 , 采荷 ,1250万, 4室1厅2卫 ,168.89平米, 74013元/平米 ,南北,顶层,精装修,https://hz.esf.fang.com/chushou/3_264900762.html
 碧桂园玖晟府, 临安 , 临安 ,88万, 3室2厅2卫 ,89平米, 9888元/平米 ,南北,中层,毛坯,https://hz.esf.fang.com/chushou/3_263382579.html
 武林路458号, 拱墅 , 天水 ,263万, 2室1厅1卫 ,53平米, 49623元/平米 ,东西,中层,精装修,https://hz.esf.fang.com/chushou/3_264628674.html
 燕语春风居, 钱塘 , 下沙物美 ,320万, 4室2厅2卫 ,129.43平米, 24724元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264949097.html
 杭樾润府, 拱墅 , 和睦 ,938万, 4室2厅3卫 ,173.65平米, 54017元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264585242.html
 湖印光年府, 钱塘 , 下沙物美 ,350万, 4室2厅2卫 ,138.75平米, 25225元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264333281.html
 佳兆业君汇上品, 临平 , 乔司 ,220万, 3室2厅1卫 ,87.31平米, 25198元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264984230.html
 绿城春风金沙, 钱塘 , 金沙湖 ,480万, 4室2厅2卫 ,126.93平米, 37816元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264801272.html
 钱江彩虹豪庭, 滨江 , 浦沿 ,1290万, 4室2厅1卫 ,263.79平米, 48903元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264831155.html
 金辉久尚云筑, 临平 , 乔司 ,160万, 3室2厅2卫 ,96.67平米, 16551元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264984232.html
 同和里, 拱墅 , 桥西 ,420万, 2室1厅1卫 ,63.99平米, 65635元/平米 ,南北, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_265041328.html
 景瑞申花壹号院, 拱墅 , 申花 ,460万, 3室2厅1卫 ,88.91平米, 51738元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264860932.html
 精欧荣寓, 钱塘 , 下沙物美 ,160万, 2室2厅1卫 ,86.17平米, 18568元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264949185.html
 宋都.凯旋苑, 上城 , 采荷 ,500万, 3室1厅2卫 ,137平米, 36496元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264932365.html
 润和橙家, 杭州周边 , 嘉兴 ,115万, 3室2厅1卫 ,80平米, 14375元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_264803939.html
 伊萨卡国际城, 钱塘 , 下沙江滨 ,160万, 3室2厅1卫 ,98.19平米, 16295元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_264450785.html
 广宇锦上云澜, 钱塘 , 下沙物美 ,241万, 3室2厅2卫 ,99平米, 24343元/平米 ,南北, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264758390.html
 龙湖春江郦城, 滨江 , 长河 ,580万, 3室2厅1卫 ,87.79平米, 66067元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264999086.html
 碧桂园, 钱塘 , 大学城北 ,120万, 3室2厅1卫 ,89.09平米, 13470元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264951976.html
 大家钱塘府, 上城 , 景芳 ,550万, 3室2厅1卫 ,89.53平米, 61432元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_265021295.html
 水印城, 滨江 , 滨盛 ,680万, 3室2厅2卫 ,150.06平米, 45315元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264777693.html
 大塘新村, 拱墅 , 米市巷 ,153万, 3室1厅1卫 ,52.29平米, 29260元/平米 ,南,顶层,简装修,https://hz.esf.fang.com/chushou/3_264814986.html
 绿城杨柳郡一区, 上城 , 艮北新城 ,415万, 2室2厅1卫 ,84.45平米, 49142元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_265026053.html
 云水山居, 富阳 , 富阳 ,88万, 3室2厅2卫 ,99.14平米, 8876元/平米 ,南北,中层,毛坯,https://hz.esf.fang.com/chushou/3_264934277.html
 杭房悦东方, 钱塘 , 临江 ,130万, 4室2厅2卫 ,125.24平米, 10380元/平米 ,南,高层,毛坯,https://hz.esf.fang.com/chushou/3_265047812.html
 金色蓝庭, 西湖 , 文苑 ,178万, 2室1厅1卫 ,67.87平米, 26227元/平米 ,西,低层,精装修,https://hz.esf.fang.com/chushou/3_264811828.html
 早安公寓, 余杭 , 中泰 ,179万, 3室2厅2卫 ,101.35平米, 17662元/平米 ,南,中层,简装修,https://hz.esf.fang.com/chushou/3_264957086.html
 融创·杭望云潮城, 钱塘 , 下沙物美 ,430万, 4室2厅1卫 ,143.5平米, 29965元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264983328.html
 小河佳苑, 拱墅 , 小河 ,173万, 2室1厅1卫 ,63.37平米, 27300元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264838062.html
 龙湖交控西站·杭与城, 余杭 , 仓前 ,829万, 5室2厅3卫 ,229.03平米, 36196元/平米 ,东,高层,精装修,https://hz.esf.fang.com/chushou/3_264986100.html
 潮映望月府, 钱塘 , 下沙物美 ,260万, 3室2厅2卫 ,106平米, 24528元/平米 ,南北, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264712252.html
 杭房悦东方, 钱塘 , 临江 ,130万, 4室2厅2卫 ,125.24平米, 10380元/平米 ,南,高层,毛坯,https://hz.esf.fang.com/chushou/3_265047812.html
 大关西三苑, 拱墅 , 大关 ,180万, 2室1厅1卫 ,56.45平米, 31887元/平米 ,南北,高层,简装修,https://hz.esf.fang.com/chushou/3_265045411.html
 越秀星汇城, 临安 , 青山湖 ,98万, 3室2厅2卫 ,89.15平米, 10993元/平米 ,南北,中层,毛坯,https://hz.esf.fang.com/chushou/3_264541725.html
 杭樾润府, 拱墅 , 和睦 ,550万, 3室2厅2卫 ,114.83平米, 47897元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264830536.html
 湖上春风, 钱塘 , 金沙湖 ,320万, 4室2厅2卫 ,125.84平米, 25429元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264984502.html
 燕语春风居, 钱塘 , 下沙物美 ,320万, 4室2厅2卫 ,129.43平米, 24724元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264949097.html
 杭樾润府, 拱墅 , 和睦 ,660万, 4室2厅2卫 ,139.31平米, 47376元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264830542.html
 敏捷星著柏悦府, 临安 , 临安 ,92万, 3室2厅2卫 ,89.99平米, 10223元/平米 ,南,低层,毛坯,https://hz.esf.fang.com/chushou/3_265025524.html
 嘉宸天誉名轩, 萧山 , 开发区 ,620.99万, 暂无 ,138.41平米, 44866元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264845422.html
 绿城春风金沙, 钱塘 , 金沙湖 ,420万, 4室2厅2卫 ,127.08平米, 33050元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264984382.html
 风景蝶院, 滨江 , 长河 ,205万, 暂无 ,78.25平米, 26198元/平米 ,南北,中层,简装修,https://hz.esf.fang.com/chushou/3_264855765.html
 东方郡东区, 滨江 , 西兴 ,358万, 暂无 ,86.8平米, 41244元/平米 ,南北,中层,简装修,https://hz.esf.fang.com/chushou/3_264614257.html
 翠苑北二区, 西湖 , 翠苑 ,160万, 2室1厅1卫 ,56.75平米, 28194元/平米 ,南北,高层,简装修,https://hz.esf.fang.com/chushou/3_264964638.html
 融智创城, 钱塘 , 大江东 ,168万, 3室2厅2卫 ,99.82平米, 16830元/平米 ,西南,低层,精装修,https://hz.esf.fang.com/chushou/3_264945869.html
 大家钱塘府, 上城 , 景芳 ,550万, 3室2厅1卫 ,89.53平米, 61432元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_265021295.html
 上尚庭, 拱墅 , 申花 ,430万, 3室1厅1卫 ,77.17平米, 55721元/平米 ,东,低层,简装修,https://hz.esf.fang.com/chushou/3_264860948.html
 绿城杨柳郡四区, 上城 , 艮北新城 ,545万, 3室2厅2卫 ,106.08平米, 51376元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265025968.html
 钱塘景苑, 滨江 , 浦沿 ,480万, 3室2厅1卫 ,138.86平米, 34567元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_265023787.html
 凯旋门, 上城 , 采荷 ,720万, 3室2厅1卫 ,88.39平米, 81457元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_264900757.html
 体育场路346号, 拱墅 , 天水 ,160万, 2室1厅1卫 ,48.3平米, 33126元/平米 ,南,低层,简装修,https://hz.esf.fang.com/chushou/3_264628676.html
 旺角城, 萧山 , 北干 ,400万, 4室2厅1卫 ,80.51平米, 49683元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264973759.html
 湖印光年府, 钱塘 , 下沙物美 ,350万, 4室2厅2卫 ,138.75平米, 25225元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264333281.html
 金沙阳光公寓, 钱塘 , 金沙湖 ,150万, 3室1厅1卫 ,85.67平米, 17509元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_264929152.html
 凯旋门, 上城 , 采荷 ,1250万, 4室1厅2卫 ,168.89平米, 74013元/平米 ,南北,顶层,精装修,https://hz.esf.fang.com/chushou/3_264900762.html
 春风金沙里, 钱塘 , 金沙湖 ,400万, 3室2厅2卫 ,106.12平米, 37693元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264840293.html
 清江花园, 上城 , 望江 ,209万, 2室1厅1卫 ,64.13平米, 32590元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_265034784.html
 春风金沙里, 钱塘 , 金沙湖 ,330万, 3室2厅2卫 ,106.12平米, 31097元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264911080.html
 协安紫郡, 西湖 , 三墩 ,315万, 2室2厅1卫 ,88.87平米, 35445元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265041681.html
 云水山居, 富阳 , 富阳 ,88万, 3室2厅2卫 ,99.14平米, 8876元/平米 ,南北,中层,毛坯,https://hz.esf.fang.com/chushou/3_264934277.html
 融智创城, 钱塘 , 大江东 ,198万, 4室2厅2卫 ,126.48平米, 15655元/平米 ,南北, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264944270.html
 绿地艺尚府, 临平 , 乔司 ,258万, 3室2厅2卫 ,89.4平米, 28859元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264984216.html
 万家花城, 拱墅 , 申花 ,420万, 3室2厅1卫 ,88.5平米, 47458元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264811887.html
 旭辉宝龙东湖城, 钱塘 , 大江东 ,200万, 4室2厅2卫 ,127.93平米, 15634元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264406938.html
 潮闻天下, 钱塘 , 大江东 ,95万, 3室2厅1卫 ,89.08平米, 10665元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264935868.html
 潮闻天下, 钱塘 , 大江东 ,100万, 3室2厅2卫 ,84.72平米, 11804元/平米 ,南,中层,毛坯,https://hz.esf.fang.com/chushou/3_265001484.html
 春风金沙里, 钱塘 , 金沙湖 ,300万, 3室2厅2卫 ,106.08平米, 28281元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264949035.html
 悦映城, 临安 , 临安 ,105万, 4室2厅2卫 ,115.22平米, 9113元/平米 ,南北,低层,毛坯,https://hz.esf.fang.com/chushou/3_265025685.html
 新华园, 拱墅 , 米市巷 ,2788万, 6室2厅5卫 ,399.2平米, 69840元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_264814976.html
 城西宝龙广场, 余杭 , 仓前 ,58万, 1室1厅1卫 ,30.72平米, 18880元/平米 ,东,中层,毛坯,https://hz.esf.fang.com/chushou/3_265044382.html
 中旅归锦府, 上城 , 城东新城 ,425万, 3室2厅2卫 ,95.95平米, 44294元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264701564.html
 中兴景冉佳园, 钱塘 , 下沙江滨 ,128万, 暂无 ,59.55平米, 21495元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264994223.html
 如沐清晖城, 临安 , 青山湖 ,105万, 3室2厅2卫 ,99平米, 10606元/平米 ,南,低层,毛坯,https://hz.esf.fang.com/chushou/3_264745434.html
 半岛国际, 滨江 , 滨盛 ,720万, 3室2厅2卫 ,126.83平米, 56769元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_265036411.html
 晓月映翠, 滨江 , 长河 ,580万, 3室2厅2卫 ,108.48平米, 53466元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_265036435.html
 江南新港, 余杭 , 闲林 ,109万, 暂无 ,86.4平米, 12616元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264838420.html
 沈塘新村, 西湖 , 学军 ,300万, 2室1厅1卫 ,53.24平米, 56349元/平米 ,南,中层,简装修,https://hz.esf.fang.com/chushou/3_264811299.html
 翠苑四区, 西湖 , 翠苑 ,260万, 3室1厅1卫 ,72.28平米, 35971元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264973916.html
 宝龙旭辉城, 临安 , 青山湖 ,98万, 3室2厅2卫 ,95平米, 10316元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264285544.html
 龙湖滟澜山, 钱塘 , 金沙湖 ,320万, 3室2厅2卫 ,127.7平米, 25059元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264904120.html
 润和橙家, 杭州周边 , 嘉兴 ,115万, 3室2厅1卫 ,80平米, 14375元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_264803939.html
 汀澜府, 拱墅 , 申花 ,420万, 3室2厅2卫 ,88.59平米, 47409元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264860939.html
 杭州壹号院一期, 滨江 , 滨盛 ,1001万, 4室2厅2卫 ,135.79平米, 73717元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264925733.html
 颐和山庄, 临安 , 临安 ,210万, 3室2厅3卫 ,130平米, 16154元/平米 ,南北, 底层 ,毛坯,https://hz.esf.fang.com/chushou/3_264654113.html
 浙新小区, 滨江 , 浦沿 ,125万, 2室1厅1卫 ,55.52平米, 22514元/平米 ,南北,中层,简装修,https://hz.esf.fang.com/chushou/3_264941711.html
 滨江锦绣之城, 拱墅 , 申花 ,1050万, 4室2厅2卫 ,130.34平米, 80559元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_265021542.html
 寰宇天下, 滨江 , 滨盛 ,525万, 2室2厅1卫 ,89.43平米, 58705元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264862595.html
 西溪玫瑰, 余杭 , 闲林 ,1560万, 7室3厅5卫 ,222.03平米, 70261元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/10_264957503.html
 半岛国际, 滨江 , 滨盛 ,460万, 暂无 ,88.33平米, 52077元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264976884.html
 马市街社区, 上城 , 小营 ,215万, 2室1厅1卫 ,55.99平米, 38400元/平米 ,东西,高层,简装修,https://hz.esf.fang.com/chushou/3_265038080.html
 凯旋门, 上城 , 采荷 ,700万, 2室2厅1卫 ,88.11平米, 79446元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264900772.html
 银色港湾, 滨江 , 浦沿 ,308万, 3室2厅2卫 ,119.09平米, 25863元/平米 ,南北, 底层 ,简装修,https://hz.esf.fang.com/chushou/3_264925746.html
 滨江兴耀滨耀学府, 滨江 , 长河 ,308万, 3室2厅2卫 ,97.59平米, 31561元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264925753.html
 像之素公寓, 钱塘 , 大学城北 ,135万, 3室2厅1卫 ,81.42平米, 16581元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264895882.html
 杭房悦东方, 钱塘 , 临江 ,120万, 4室2厅1卫 ,139.32平米, 8613元/平米 ,南,低层,毛坯,https://hz.esf.fang.com/chushou/3_265047831.html
 云滨湾别墅, 钱塘 , 下沙江滨 ,175万, 2室2厅1卫 ,82.19平米, 21292元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/10_264450770.html
 凯旋门, 上城 , 采荷 ,1290万, 3室2厅2卫 ,176.69平米, 73009元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264900775.html
 庆隆苑, 拱墅 , 申花 ,205万, 2室1厅1卫 ,65.11平米, 31485元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264861084.html
 哑巴弄, 拱墅 , 塘河 ,99万, 1室1厅1卫 ,37.79平米, 26197元/平米 ,南,中层,简装修,https://hz.esf.fang.com/chushou/3_265026928.html
 松木场河东, 西湖 , 北山 ,260万, 暂无 ,52.7平米, 49336元/平米 ,南北, 底层 ,简装修,https://hz.esf.fang.com/chushou/3_264850085.html
 早城, 钱塘 , 金沙湖 ,230万, 3室2厅1卫 ,86.66平米, 26541元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265010925.html
 凯旋门, 上城 , 采荷 ,680万, 2室2厅1卫 ,89.11平米, 76310元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264900771.html
 易辰江南大院, 临安 , 临安 ,319万, 3室2厅2卫 ,125平米, 25520元/平米 ,南, 底层 ,豪华装修,https://hz.esf.fang.com/chushou/10_264653717.html
 碧桂园, 钱塘 , 大学城北 ,120万, 2室2厅1卫 ,82.45平米, 14554元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_265009680.html
 新青年广场, 拱墅 , 德胜 ,57万, 1室0厅1卫 ,39.69平米, 14361元/平米 ,南,中层,简装修,https://hz.esf.fang.com/chushou/3_264919444.html
 禹洲滨之江, 西湖 , 转塘 ,348万, 4室2厅1卫 ,116.05平米, 29987元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_265045850.html
 滨江江滨花园, 滨江 , 浦沿 ,500万, 3室2厅2卫 ,131.68平米, 37971元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264960918.html
 滨江江滨花园, 滨江 , 浦沿 ,750万, 3室2厅1卫 ,130.65平米, 57405元/平米 ,南北,中层,简装修,https://hz.esf.fang.com/chushou/3_264963940.html
 龙湖滟澜山, 钱塘 , 金沙湖 ,185万, 3室2厅2卫 ,82.28平米, 22484元/平米 ,南北,低层,简装修,https://hz.esf.fang.com/chushou/3_264899870.html
 潮映望月府, 钱塘 , 下沙物美 ,260万, 3室2厅2卫 ,106平米, 24528元/平米 ,南北, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264712252.html
 绿城春风金沙, 钱塘 , 金沙湖 ,300万, 3室2厅2卫 ,106.09平米, 28278元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264963160.html
 碧桂园, 钱塘 , 大学城北 ,110万, 2室2厅1卫 ,82.45平米, 13341元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_264939753.html
 像之素公寓, 钱塘 , 大学城北 ,160万, 暂无 ,89.45平米, 17887元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_265036821.html
 玫瑰湾, 钱塘 , 下沙江湾 ,315万, 4室2厅2卫 ,137.12平米, 22973元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264780496.html
 春风金沙里, 钱塘 , 金沙湖 ,420万, 4室2厅2卫 ,127.13平米, 33037元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265009831.html
 保利中央公馆, 上城 , 景芳 ,700万, 4室2厅1卫 ,139.12平米, 50316元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264983329.html
 春风金沙里, 钱塘 , 金沙湖 ,450万, 4室2厅2卫 ,140.04平米, 32134元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264922619.html
 栖江揽月轩, 上城 , 五堡 ,1259万, 4室2厅3卫 ,165.62平米, 76017元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264978778.html
 金地大运河府, 拱墅 , 桥西 ,1420万, 4室3厅4卫 ,142.5平米, 99649元/平米 ,南北,顶层,精装修,https://hz.esf.fang.com/chushou/3_264830672.html
 大江东宝龙广场公寓, 钱塘 , 大江东 ,185万, 暂无 ,107.29平米, 17243元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264984236.html
 风景蝶院, 滨江 , 长河 ,245万, 3室2厅1卫 ,87.58平米, 27974元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264877705.html
 泷悦华府, 上城 , 丁桥 ,450万, 3室2厅2卫 ,126.13平米, 35677元/平米 ,南北, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264856763.html
 观品名寓, 萧山 , 钱江世纪城 ,1780万, 5室2厅5卫 ,235.18平米, 75687元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265015831.html
 凯德璟高府, 钱塘 , 金沙湖 ,370万, 3室2厅2卫 ,112平米, 33036元/平米 ,南北, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264758393.html
 兴盛花园, 滨江 , 西兴 ,355万, 3室2厅2卫 ,130.39平米, 27226元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_264478496.html
 绿地旭辉城, 滨江 , 滨盛 ,260万, 2室2厅2卫 ,144.49平米, 17994元/平米 ,东,低层,精装修,https://hz.esf.fang.com/chushou/3_265029265.html
