小区名称,所在市,具体位置,房屋总价,户型,占地,单价,朝向,楼层,装修,网址
 曹杨三村兰岭园, 普陀 , 曹杨 ,218万, 1室1厅1卫 ,42.5平米, 51294元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_428856035.html
 上海西环中心星信名邸, 嘉定 , 南翔 ,499万, 3室2厅1卫 ,85.21平米, 58561元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_428952404.html
 东方城市花园二期, 浦东 , 南码头 ,1060万, 3室2厅2卫 ,151.71平米, 69870元/平米 ,南北,中层,简装修,https://sh.esf.fang.com/chushou/3_429349914.html
 金舟苑, 浦东 , 金桥 ,520万, 2室2厅1卫 ,89.02平米, 58414元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429699166.html
 曹杨五村, 普陀 , 曹杨 ,199万, 1室1厅1卫 ,43.31平米, 45948元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_428855961.html
 嘉秀坊, 嘉定 , 丰庄 ,240万, 2室1厅1卫 ,58.64平米, 40928元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429649970.html
 嘉美坊, 嘉定 , 丰庄 ,230万, 2室2厅1卫 ,66.5平米, 34586元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429682789.html
 东沟四村, 浦东 , 高行 ,260万, 2室1厅1卫 ,58.32平米, 44582元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_428626963.html
 嘉秀坊, 嘉定 , 丰庄 ,280万, 2室1厅1卫 ,75.06平米, 37303元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429681649.html
 和达家园, 浦东 , 洋泾 ,960万, 3室2厅2卫 ,128.82平米, 74523元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429187692.html
 东二小区, 浦东 , 金桥 ,186万, 1室1厅1卫 ,50.27平米, 37000元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_428627056.html
 曹杨六村, 普陀 , 曹杨 ,175万, 1室1厅1卫 ,31.19平米, 56108元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_428855941.html
 虹康花苑三期, 长宁 , 北新泾 ,380万, 1室1厅1卫 ,56.03平米, 67821元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_429717088.html
 金杨新村四街坊, 浦东 , 金杨 ,259万, 1室1厅1卫 ,42.79平米, 60528元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_428882134.html
 外外滩, 浦东 , 金桥 ,980万, 3室2厅2卫 ,146.81平米, 66753元/平米 ,南,低层,简装修,https://sh.esf.fang.com/chushou/3_429217852.html
 金桥新村一街坊, 浦东 , 金桥 ,288万, 2室2厅1卫 ,67.24平米, 42832元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_428627074.html
 嘉秀坊, 嘉定 , 丰庄 ,280万, 2室1厅2卫 ,70.08平米, 39954元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_429695633.html
 金桥新村四街坊, 浦东 , 金桥 ,385万, 2室1厅1卫 ,64.93平米, 59295元/平米 ,西,顶层,精装修,https://sh.esf.fang.com/chushou/3_429699132.html
 连城苑, 浦东 , 金桥 ,720万, 2室1厅1卫 ,98.52平米, 73082元/平米 ,南,顶层,豪华装修,https://sh.esf.fang.com/chushou/3_429565130.html
 嘉秀新苑, 嘉定 , 丰庄 ,436万, 2室2厅1卫 ,90.77平米, 48033元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429650363.html
 曹杨二村, 普陀 , 曹杨 ,236万, 2室1厅1卫 ,49.16平米, 48007元/平米 ,南北,顶层,精装修,https://sh.esf.fang.com/chushou/3_428855917.html
 新城金郡, 嘉定 , 嘉定新城 ,380万, 2室2厅1卫 ,78.32平米, 48519元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_429493305.html
 金杨新村四街坊, 浦东 , 金杨 ,264.98万, 1室1厅1卫 ,44.39平米, 59694元/平米 ,南北,顶层,精装修,https://sh.esf.fang.com/chushou/3_429250115.html
 嘉屯苑二期, 浦东 , 金桥 ,450万, 2室2厅1卫 ,80.12平米, 56166元/平米 ,南北,高层,简装修,https://sh.esf.fang.com/chushou/3_428624377.html
 金杨新村五街坊, 浦东 , 金杨 ,309万, 2室1厅1卫 ,59.59平米, 51854元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_428751984.html
 真光新村第七小区, 普陀 , 真光 ,260万, 2室1厅1卫 ,56.18平米, 46280元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429686725.html
 新城金郡, 嘉定 , 嘉定新城 ,400万, 2室2厅1卫 ,81.41平米, 49134元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429484837.html
 罗山三村, 浦东 , 金杨 ,215万, 1室1厅1卫 ,45.19平米, 47577元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_428624584.html
 华高一村, 浦东 , 高行 ,388万, 2室1厅1卫 ,80.95平米, 47931元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_427711905.html
 华高一村, 浦东 , 高行 ,350万, 2室1厅1卫 ,71.28平米, 49102元/平米 ,南北, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_427017320.html
 巴黎之春, 普陀 , 万里 ,880万, 3室2厅2卫 ,163.3平米, 53889元/平米 ,南,低层,豪华装修,https://sh.esf.fang.com/chushou/3_429697109.html
 华高二村, 浦东 , 高行 ,285万, 2室1厅1卫 ,59.35平米, 48020元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_427017358.html
 罗山四村, 浦东 , 金杨 ,313万, 2室1厅1卫 ,62.06平米, 50435元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_428624048.html
 罗山一村, 浦东 , 金杨 ,259万, 2室1厅1卫 ,58.09平米, 44586元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_429415162.html
 伟业金锦苑二村, 浦东 , 金桥 ,280万, 1室1厅1卫 ,57.93平米, 48334元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_428626953.html
 艾山新村, 浦东 , 金杨 ,450万, 2室1厅1卫 ,69.03平米, 65189元/平米 ,南,中层,豪华装修,https://sh.esf.fang.com/chushou/3_429725215.html
 盘古天地, 嘉定 , 嘉定新城 ,325万, 3室1厅1卫 ,70.03平米, 46409元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429489898.html
 曹杨三村杏园, 普陀 , 曹杨 ,280万, 2室0厅1卫 ,49.88平米, 56135元/平米 ,南, 底层 ,豪华装修,https://sh.esf.fang.com/chushou/3_428855984.html
 曹杨五村南杨园, 普陀 , 曹杨 ,257万, 2室1厅1卫 ,48.06平米, 53475元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429722414.html
 东源名都, 浦东 , 高行 ,322万, 3室0厅1卫 ,75.96平米, 42391元/平米 ,南, 底层 ,毛坯,https://sh.esf.fang.com/chushou/3_428680833.html
 始信北苑, 浦东 , 金杨 ,530万, 2室1厅1卫 ,69.21平米, 76579元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_429134052.html
 北枫桥园, 普陀 , 曹杨 ,299万, 2室1厅1卫 ,49.43平米, 60490元/平米 ,南北, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_428856005.html
 曹杨五村, 普陀 , 曹杨 ,266万, 2室1厅1卫 ,47.22平米, 56332元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_428856006.html
 管弄三街坊, 普陀 , 光新 ,190万, 1室1厅1卫 ,41.53平米, 45750元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_428670608.html
 东沟三村, 浦东 , 高行 ,323万, 2室2厅1卫 ,88.24平米, 36605元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_428626969.html
 长丰坊, 徐汇 , 康健 ,198万, 1室1厅1卫 ,43.89平米, 45113元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429385521.html
 金玉苑, 普陀 , 长风 ,700万, 2室2厅1卫 ,101.46平米, 68993元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429429697.html
 罗山四村, 浦东 , 金杨 ,315万, 2室1厅1卫 ,63.47平米, 49630元/平米 ,西,高层,精装修,https://sh.esf.fang.com/chushou/3_429302061.html
 黄山始信苑, 浦东 , 金杨 ,680万, 2室2厅1卫 ,82.14平米, 82785元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429215506.html
 东二小区, 浦东 , 金桥 ,190万, 1室1厅1卫 ,47.69平米, 39841元/平米 ,南,高层,简装修,https://sh.esf.fang.com/chushou/3_428627066.html
 外外滩, 浦东 , 金桥 ,980万, 3室2厅2卫 ,146.81平米, 66753元/平米 ,南,低层,简装修,https://sh.esf.fang.com/chushou/3_429217852.html
 曹杨七村, 普陀 , 曹杨 ,320万, 2室1厅1卫 ,60.95平米, 52502元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_428855912.html
 金杨新村五街坊, 浦东 , 金杨 ,309万, 2室1厅1卫 ,59.59平米, 51854元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_428751984.html
 华高二村, 浦东 , 高行 ,285万, 2室1厅1卫 ,59.35平米, 48020元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_427017358.html
 罗山三村, 浦东 , 金杨 ,445万, 3室1厅1卫 ,78.62平米, 56601元/平米 ,南, 底层 ,精装修,https://sh.esf.fang.com/chushou/3_428625798.html
 华高一村, 浦东 , 高行 ,360万, 2室1厅1卫 ,77.58平米, 46404元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_427713967.html
 曹杨三村杏园, 普陀 , 曹杨 ,280万, 2室0厅1卫 ,49.88平米, 56135元/平米 ,南, 底层 ,豪华装修,https://sh.esf.fang.com/chushou/3_428855984.html
 罗山七村, 浦东 , 金杨 ,300万, 2室1厅1卫 ,65.82平米, 45579元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_429415175.html
 华高一村, 浦东 , 高行 ,240万, 1室1厅1卫 ,51.6平米, 46512元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_427712204.html
 真光新村第七小区, 普陀 , 真光 ,248万, 2室1厅1卫 ,58.38平米, 42480元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429650609.html
 高行银杏苑, 浦东 , 高行 ,525万, 3室2厅1卫 ,95.59平米, 54922元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_427708008.html
 新城金郡, 嘉定 , 嘉定新城 ,400万, 2室2厅1卫 ,81.41平米, 49134元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429484837.html
 曹杨六村, 普陀 , 曹杨 ,175万, 1室1厅1卫 ,31.19平米, 56108元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_428855941.html
 罗山三村, 浦东 , 金杨 ,215万, 1室1厅1卫 ,45.19平米, 47577元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_428624584.html
 罗山三村, 浦东 , 金杨 ,430万, 3室1厅1卫 ,83.18平米, 51695元/平米 ,南, 底层 ,精装修,https://sh.esf.fang.com/chushou/3_428624708.html
 嘉屯苑二期, 浦东 , 金桥 ,450万, 2室2厅1卫 ,80.12平米, 56166元/平米 ,南北,高层,简装修,https://sh.esf.fang.com/chushou/3_428624377.html
 金桥新村一街坊, 浦东 , 金桥 ,288万, 2室2厅1卫 ,67.24平米, 42832元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_428627074.html
 真光新村第七小区, 普陀 , 真光 ,260万, 2室1厅1卫 ,56.18平米, 46280元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429686725.html
 曹杨五村, 普陀 , 曹杨 ,199万, 1室1厅1卫 ,43.31平米, 45948元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_428855961.html
 东源名都, 浦东 , 高行 ,322万, 3室0厅1卫 ,75.96平米, 42391元/平米 ,南, 底层 ,毛坯,https://sh.esf.fang.com/chushou/3_428680833.html
 三林世博家园(东书房路560弄), 浦东 , 三林 ,370万, 2室1厅1卫 ,75.39平米, 49078元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429221290.html
 华高一村, 浦东 , 高行 ,388万, 2室1厅1卫 ,80.95平米, 47931元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_427711905.html
 紫荆园, 徐汇 , 康健 ,1500万, 4室2厅2卫 ,202.52平米, 74067元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_427952202.html
 曹杨五村南杨园, 普陀 , 曹杨 ,257万, 2室1厅1卫 ,48.06平米, 53475元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429722414.html
 嘉秀坊, 嘉定 , 丰庄 ,240万, 2室1厅1卫 ,58.64平米, 40928元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429649970.html
 东一小区, 浦东 , 金桥 ,268.8万, 2室1厅1卫 ,67.26平米, 39964元/平米 ,南,高层,简装修,https://sh.esf.fang.com/chushou/3_428627044.html
 长丰坊, 徐汇 , 康健 ,310万, 2室1厅1卫 ,53.58平米, 57857元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429644128.html
 嘉美坊, 嘉定 , 丰庄 ,230万, 2室2厅1卫 ,66.5平米, 34586元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429682789.html
 虹康花苑三期, 长宁 , 北新泾 ,380万, 1室1厅1卫 ,56.03平米, 67821元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_429717088.html
 北枫桥园, 普陀 , 曹杨 ,299万, 2室1厅1卫 ,49.43平米, 60490元/平米 ,南北, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_428856005.html
 嘉秀坊, 嘉定 , 丰庄 ,280万, 2室1厅2卫 ,70.08平米, 39954元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_429695633.html
 上南五村, 浦东 , 世博 ,159万, 1室1厅1卫 ,35平米, 45429元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_422430372.html
 罗山一村, 浦东 , 金杨 ,259万, 2室1厅1卫 ,58.09平米, 44586元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_429415162.html
 上泰花苑, 浦东 , 金杨 ,510万, 2室2厅1卫 ,82.97平米, 61468元/平米 ,南,低层,简装修,https://sh.esf.fang.com/chushou/3_429709070.html
 嘉宝梦之星, 嘉定 , 嘉定新城 ,512万, 3室2厅1卫 ,89.63平米, 57124元/平米 ,南北,中层,简装修,https://sh.esf.fang.com/chushou/3_429672643.html
 安居兰庭, 普陀 , 曹杨 ,728万, 2室2厅1卫 ,90平米, 80889元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429719621.html
 长顺坊, 徐汇 , 康健 ,339万, 2室0厅1卫 ,49.5平米, 68485元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429595337.html
 薛家宅小区, 徐汇 , 康健 ,330万, 4室1厅1卫 ,58.22平米, 56682元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429595275.html
 万源城御璄, 闵行 , 古美 ,2680万, 4室2厅3卫 ,228.85平米, 117107元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429456971.html
 上钢二村, 浦东 , 世博 ,248万, 2室1厅1卫 ,51.16平米, 48475元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_422473907.html
 德州二村, 浦东 , 世博 ,188万, 1室1厅1卫 ,43.15平米, 43569元/平米 ,东,中层,精装修,https://sh.esf.fang.com/chushou/3_413875303.html
 阳光威尼斯四期, 普陀 , 真光 ,460万, 2室2厅1卫 ,96.55平米, 47644元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429684027.html
 由由七村, 浦东 , 北蔡 ,168万, 1室0厅1卫 ,31.84平米, 52764元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_429210907.html
 长丰坊, 徐汇 , 康健 ,319万, 2室1厅1卫 ,53.18平米, 59985元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_429595358.html
 金云苑, 浦东 , 金杨 ,1050万, 3室1厅2卫 ,145.22平米, 72304元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429340109.html
 平阳一村, 闵行 , 古美 ,369万, 2室1厅1卫 ,69.03平米, 53455元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429390676.html
 金色米兰苑, 浦东 , 金桥 ,480万, 2室2厅1卫 ,87.78平米, 54682元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429708949.html
 万科假日风景, 闵行 , 春申 ,950万, 3室2厅2卫 ,134.7平米, 70527元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429548047.html
 上海春城, 闵行 , 春申 ,620万, 2室2厅1卫 ,95.22平米, 65112元/平米 ,南北,中层,简装修,https://sh.esf.fang.com/chushou/3_429687601.html
 德六高层小区, 浦东 , 世博 ,360万, 2室1厅1卫 ,70平米, 51429元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_422708619.html
 金桥瑞仕花园, 浦东 , 金杨 ,1350万, 2室2厅2卫 ,121.6平米, 111020元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429641583.html
 黄山二村, 浦东 , 金杨 ,410万, 2室1厅1卫 ,59.6平米, 68792元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_428751421.html
 星河世纪城, 普陀 , 真如 ,559.7万, 2室2厅1卫 ,95.71平米, 58479元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429683883.html
 习勤小区, 徐汇 , 康健 ,399万, 2室1厅1卫 ,57.09平米, 69890元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429512219.html
 南方城, 闵行 , 古美 ,710万, 3室2厅2卫 ,86.42平米, 82157元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_428301773.html
 瑞冬小区, 长宁 , 北新泾 ,288万, 2室1厅1卫 ,51.82平米, 55577元/平米 ,南,高层,简装修,https://sh.esf.fang.com/chushou/3_429717555.html
 长征家苑, 普陀 , 真光 ,505万, 2室2厅1卫 ,88.23平米, 57237元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429686423.html
 金云苑, 浦东 , 金杨 ,548万, 2室2厅1卫 ,97.17平米, 56396元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_429340112.html
 华高一村, 浦东 , 高行 ,325万, 2室1厅1卫 ,80.95平米, 40148元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_428680843.html
 三林世博家园(板泉路2101弄), 浦东 , 三林 ,370万, 2室1厅1卫 ,76平米, 48684元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_427905515.html
 金地格林世界森林公馆, 嘉定 , 南翔 ,900万, 4室2厅2卫 ,174.94平米, 51446元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_428952308.html
 长顺坊, 徐汇 , 康健 ,339万, 2室0厅1卫 ,49.5平米, 68485元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429595337.html
 南方城, 闵行 , 古美 ,710万, 3室2厅2卫 ,86.42平米, 82157元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_428301773.html
 瑞冬小区, 长宁 , 北新泾 ,299万, 2室1厅1卫 ,51.82平米, 57700元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429717521.html
 清涧六街坊, 普陀 , 桃浦 ,260万, 2室1厅1卫 ,61.53平米, 42256元/平米 ,东西,中层,简装修,https://sh.esf.fang.com/chushou/3_429695052.html
 居家桥路520弄小区, 浦东 , 金杨 ,348万, 2室1厅1卫 ,64.24平米, 54172元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_429340017.html
 朱家门小区, 浦东 , 金桥 ,228万, 2室1厅1卫 ,58.61平米, 38901元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_429565126.html
 永馨小区, 长宁 , 北新泾 ,220万, 2室0厅1卫 ,51.51平米, 42710元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_429727044.html
 沁秋小区, 长宁 , 北新泾 ,205万, 1室1厅1卫 ,40.7平米, 50369元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_429717054.html
 真新新村嘉和坊, 嘉定 , 丰庄 ,330万, 2室1厅1卫 ,73.08平米, 45156元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_429695869.html
 双河路438弄小区, 嘉定 , 丰庄 ,420万, 2室1厅1卫 ,88.63平米, 47388元/平米 ,南,低层,简装修,https://sh.esf.fang.com/chushou/3_429648701.html
 由由七村, 浦东 , 北蔡 ,168万, 1室0厅1卫 ,31.84平米, 52764元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_429210907.html
 双河路438弄小区, 嘉定 , 丰庄 ,275万, 2室1厅1卫 ,67.57平米, 40699元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_429646139.html
 星河世纪城, 普陀 , 真如 ,559.7万, 2室2厅1卫 ,95.71平米, 58479元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429683883.html
 望族新苑, 闵行 , 古美 ,790万, 2室2厅1卫 ,102.09平米, 77383元/平米 ,南,高层,简装修,https://sh.esf.fang.com/chushou/3_429390670.html
 金杨新村十一街坊, 浦东 , 金杨 ,450万, 2室1厅1卫 ,89.8平米, 50111元/平米 ,南北, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_429434319.html
 嘉宝梦之星, 嘉定 , 嘉定新城 ,512万, 3室2厅1卫 ,89.63平米, 57124元/平米 ,南北,中层,简装修,https://sh.esf.fang.com/chushou/3_429672643.html
 金杨路750弄小区, 浦东 , 金杨 ,339万, 2室1厅1卫 ,61.08平米, 55501元/平米 ,南, 底层 ,豪华装修,https://sh.esf.fang.com/chushou/3_429448256.html
 仙都绿苑, 浦东 , 金杨 ,345万, 1室1厅1卫 ,73.08平米, 47209元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429340253.html
 平阳四街坊, 闵行 , 古美 ,280万, 1室1厅1卫 ,60.5平米, 46281元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429390675.html
 金云苑, 浦东 , 金杨 ,1050万, 3室1厅2卫 ,145.22平米, 72304元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429340109.html
 上南一村, 浦东 , 世博 ,198万, 1室1厅1卫 ,35平米, 56571元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_422465933.html
 罗山八村, 浦东 , 金杨 ,399万, 2室1厅1卫 ,74.5平米, 53557元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_429340041.html
 黄山新苑, 浦东 , 金桥 ,698万, 2室2厅1卫 ,84.28平米, 82819元/平米 ,南, 底层 ,精装修,https://sh.esf.fang.com/chushou/3_429215485.html
 金桥瑞仕花园, 浦东 , 金杨 ,1350万, 2室2厅2卫 ,121.6平米, 111020元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429641583.html
 罗山三村, 浦东 , 金杨 ,217万, 1室1厅1卫 ,48.74平米, 44522元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_429339733.html
 德州二村, 浦东 , 世博 ,188万, 1室1厅1卫 ,43.15平米, 43569元/平米 ,东,中层,精装修,https://sh.esf.fang.com/chushou/3_413875303.html
 黄山二村, 浦东 , 金杨 ,410万, 2室1厅1卫 ,59.6平米, 68792元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_428751421.html
 上海西环中心星信名邸, 嘉定 , 南翔 ,540万, 3室2厅1卫 ,88.91平米, 60736元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_428952217.html
 万科假日风景, 闵行 , 春申 ,839万, 3室2厅2卫 ,123.84平米, 67749元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429612388.html
 东源名都, 浦东 , 高行 ,317万, 1室1厅1卫 ,54.82平米, 57826元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_428680834.html
 虹康花苑三期, 长宁 , 北新泾 ,388万, 1室1厅1卫 ,59.54平米, 65166元/平米 ,南,高层,简装修,https://sh.esf.fang.com/chushou/3_429717543.html
 百合花苑, 徐汇 , 康健 ,799万, 5室1厅2卫 ,126.04平米, 63393元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429595452.html
